sw2020B-ms98-a-0002,2.539000,2.931500,hi,B,fp^m,u-2-1
sw2020B-ms98-a-0084,582.477125,582.788500,never,I,sv,u-134-8
sw2020B-ms98-a-0084,582.788500,582.852500,th[ink]-,I,sv,u-134-8
sw2020B-ms98-a-0084,582.852500,583.030375,would,I,sv,u-134-8
sw2020B-ms98-a-0084,583.030375,583.270375,think,I,sv,u-134-8
sw2020B-ms98-a-0084,583.270375,583.439250,that,I,sv,u-134-8
sw2020B-ms98-a-0084,583.439250,583.714125,they,I,sv,u-134-8
sw2020B-ms98-a-0084,583.714125,583.839500,that,I,sv,u-134-8
sw2020B-ms98-a-0084,583.839500,583.979250,they,I,sv,u-134-8
sw2020B-ms98-a-0084,583.979250,584.136625,can,I,sv,u-134-8
sw2020B-ms98-a-0084,584.136625,584.669500,actually,I,sv,u-134-8
sw2020B-ms98-a-0084,584.669500,584.943375,play,I,sv,u-134-8
sw2020B-ms98-a-0084,584.943375,585.324375,together,I,sv,u-134-8
sw2020B-ms98-a-0084,585.324375,585.463500,but,B,%,u-134-9
